Cluster_Agglo,Year,Species_List,Centroid_Latitude,Centroid_Longitude,Radius_Km,City_State,Habitat,Richness
57,2023,"Odocoileus virginianus, Sciurus carolinensis, Didelphis virginiana, Procyon lotor, Mephitis mephitis, Canis latrans, Tamias striatus, Sylvilagus floridanus, Tamiasciurus hudsonicus, Vulpes vulpes, Lynx rufus, Glaucomys volans, Marmota monax, Urocyon cinereoargenteus, Canis familiaris, Neovison vison, Pekania pennanti, Mustela frenata",41.51780246542936,-71.57899437884613,50,South County - Rhode Island,forest,18
58,2023,"Pecari tajacu, Odocoileus virginianus, Canis latrans, Procyon lotor, Sus scrofa, Dasypus novemcinctus, Spilogale putorius, Sciurus niger, Mephitis mephitis, Didelphis virginiana",28.24736803233602,-96.871798,50,Aransas County - Texas,wetland,10
59,2021,"Ursus americanus, Tamias striatus, Sciurus carolinensis, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Canis latrans, Canis familiaris, Tamiasciurus hudsonicus, Mustela frenata, Sylvilagus floridanus, Erethizon dorsatum, Napaeozapus insignis, Mephitis mephitis",44.07793521719096,-73.07422422475247,50,Addison County - Vermont,forest,14
59,2022,"Ursus americanus, Lynx rufus, Canis familiaris, Tamias striatus, Sciurus carolinensis, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Tamiasciurus hudsonicus, Pekania pennanti, Napaeozapus insignis, Mustela frenata, Neovison vison, Felis catus, Canis latrans, Sylvilagus floridanus, Alces alces, Blarina brevicauda, Mephitis mephitis, Erethizon dorsatum, Mustela erminea",44.07793521719096,-73.07422422475247,50,Addison County - Vermont,forest,21
59,2023,"Tamias striatus, Odocoileus virginianus, Sciurus carolinensis, Pekania pennanti, Erethizon dorsatum, Tamiasciurus hudsonicus, Mustela frenata, Canis latrans, Canis familiaris, Procyon lotor, Neovison vison, Ursus americanus, Didelphis virginiana, Mephitis mephitis, Lynx rufus, Sylvilagus floridanus",44.07793521719096,-73.07422422475247,50,Addison County - Vermont,forest,16
60,2019,"Procyon lotor, Odocoileus virginianus, Felis catus, Canis familiaris, Sciurus niger, Canis latrans, Tamias striatus, Didelphis virginiana, Sylvilagus floridanus, Mustela erminea, Marmota monax, Castor canadensis",42.12016063019664,-93.5744373255814,50,Story County - Iowa,forest,12
60,2020,"Sciurus niger, Odocoileus virginianus, Procyon lotor, Felis catus, Lynx rufus, Didelphis virginiana, Canis latrans, Sylvilagus floridanus, Tamias striatus, Peromyscus leucopus, Canis familiaris, Marmota monax, Mephitis mephitis, Neovison vison, Equus caballus",42.12016063019664,-93.5744373255814,50,Story County - Iowa,forest,15
60,2021,"Canis latrans, Canis familiaris, Sylvilagus floridanus, Sciurus niger, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Marmota monax, Tamias striatus, Vulpes vulpes, Mephitis mephitis, Lontra canadensis, Felis catus, Mustela erminea",42.12016063019664,-93.5744373255814,50,Story County - Iowa,forest,14
60,2022,"Sciurus niger, Sylvilagus floridanus, Procyon lotor, Didelphis virginiana, Peromyscus leucopus, Odocoileus virginianus, Neovison vison, Marmota monax, Canis latrans, Tamias striatus, Felis catus, Vulpes vulpes, Canis familiaris",42.12016063019664,-93.5744373255814,50,Story County - Iowa,forest,13
60,2023,"Odocoileus virginianus, Sylvilagus floridanus, Didelphis virginiana, Canis latrans, Procyon lotor, Marmota monax, Sciurus niger, Canis familiaris, Neovison vison, Peromyscus leucopus, Tamias striatus, Felis catus, Taxidea taxus, Mustela erminea, Mephitis mephitis, Lontra canadensis",42.12016063019664,-93.5744373255814,50,Story County - Iowa,forest,16
61,2019,"Odocoileus virginianus, Canis latrans, Procyon lotor, Vulpes vulpes, Sylvilagus floridanus, Didelphis virginiana, Sciurus niger, Canis familiaris, Felis catus, Mephitis mephitis, Neovison vison",41.89503260698312,-89.33951400000001,50,Ogle County - Illinois,grassland,11
62,2019,"Sciurus carolinensis, Odocoileus virginianus, Sciurus niger, Didelphis virginiana, Canis latrans, Procyon lotor, Sylvilagus floridanus, Mephitis mephitis, Felis catus, Urocyon cinereoargenteus, Canis familiaris, Marmota monax, Vulpes vulpes",42.37574297114403,-83.13978148148146,50,Detroit - Michigan,forest,13
63,2020,"Bos taurus, Urocyon cinereoargenteus, Odocoileus virginianus, Sciurus carolinensis, Procyon lotor, Dasypus novemcinctus, Sciurus niger, Didelphis virginiana, Bassariscus astutus, Sylvilagus floridanus, Canis latrans, Lynx rufus, Canis familiaris",31.064780257585333,-97.8744375,50,Bell County - Texas,forest,13
64,2023,"Dasypus novemcinctus, Odocoileus virginianus, Sylvilagus floridanus, Didelphis virginiana, Bos taurus, Procyon lotor, Sciurus carolinensis, Sciurus niger",37.11380861658864,-95.93396283333333,50,Montgomery County - Kansas,forest,8
65,2020,"Sciurus niger, Odocoileus virginianus, Sus scrofa, Canis latrans, Procyon lotor, Didelphis virginiana, Lynx rufus, Mephitis mephitis, Sylvilagus floridanus, Dasypus novemcinctus, Canis familiaris",33.364466567424685,-97.6149322222222,50,Wise County - Texas,forest,11
66,2019,"Didelphis virginiana, Odocoileus virginianus, Sciurus carolinensis, Procyon lotor, Dasypus novemcinctus, Sylvilagus floridanus, Sus scrofa, Canis latrans, Sylvilagus palustris",31.38186451416649,-81.56603937499999,50,Glynn County - Georgia,forest,9
67,2019,"Odocoileus virginianus, Urocyon cinereoargenteus, Procyon lotor, Sus scrofa, Bos taurus, Mephitis mephitis, Sylvilagus aquaticus, Canis latrans",29.91121122685725,-97.99194010463764,50,Hays County - Texas,grassland,8
67,2020,"Bos taurus, Odocoileus virginianus, Procyon lotor, Sus scrofa, Canis latrans, Mephitis mephitis, Urocyon cinereoargenteus, Lynx rufus, Equus asinus, Erethizon dorsatum, Sylvilagus floridanus",29.91121122685725,-97.99194010463764,50,Hays County - Texas,grassland,11
67,2021,"Canis latrans, Bos taurus, Equus asinus, Urocyon cinereoargenteus, Procyon lotor, Mephitis mephitis, Didelphis virginiana, Odocoileus virginianus, Sus scrofa, Sylvilagus floridanus, Sciurus niger, Dasypus novemcinctus, Capra aegagrus hircus",29.91121122685725,-97.99194010463764,50,Hays County - Texas,grassland,13
67,2022,"Canis latrans, Urocyon cinereoargenteus, Procyon lotor, Odocoileus virginianus, Sus scrofa, Bos taurus, Equus asinus, Lynx rufus, Spilogale putorius, Dasypus novemcinctus, Bassariscus astutus, Sciurus niger, Sylvilagus floridanus, Mephitis mephitis, Didelphis virginiana, Sus scrofa scrofa, Sciurus carolinensis, Erethizon dorsatum, Canis familiaris",29.91121122685725,-97.99194010463764,50,Hays County - Texas,"anthropogenic, grassland",19
67,2023,"Dasypus novemcinctus, Odocoileus virginianus, Procyon lotor, Sus scrofa, Sciurus niger, Urocyon cinereoargenteus, Canis familiaris, Bassariscus astutus, Erethizon dorsatum, Lynx rufus, Sciurus carolinensis, Canis latrans, Felis catus, Spilogale putorius, Didelphis virginiana, Mephitis mephitis, Bos taurus, Equus asinus, Sylvilagus floridanus, Vulpes vulpes",29.91121122685725,-97.99194010463764,50,Hays County - Texas,"forest, grassland",20
68,2019,"Odocoileus virginianus, Tamiasciurus hudsonicus, Lepus americanus, Erethizon dorsatum, Canis latrans, Glaucomys sabrinus, Ursus americanus, Procyon lotor, Canis lupus, Urocyon cinereoargenteus, Vulpes vulpes, Mephitis mephitis, Taxidea taxus",47.63516258255201,-93.47064866666663,50,Itasca County - Minnesota,forest,13
69,2022,"Bos taurus, Cynomys ludovicianus, Canis latrans, Bison bison, Canis familiaris, Odocoileus hemionus, Procyon lotor, Antilocapra americana, Mephitis mephitis, Taxidea taxus, Lepus californicus, Sylvilagus floridanus, Vulpes velox, Castor canadensis, Lynx rufus, Odocoileus virginianus, Erethizon dorsatum",38.85964697604432,-100.98201249999998,50,Logan County - Kansas,grassland,17
69,2023,"Bison bison, Canis familiaris, Lepus californicus, Canis latrans, Procyon lotor, Cynomys ludovicianus, Sylvilagus floridanus, Lynx rufus, Odocoileus virginianus, Vulpes velox, Odocoileus hemionus, Antilocapra americana, Taxidea taxus, Urocyon cinereoargenteus, Mephitis mephitis, Erethizon dorsatum, Felis catus, Bos taurus",38.85964697604432,-100.98201249999998,50,Logan County - Kansas,grassland,18
70,2019,"Sciurus carolinensis, Odocoileus virginianus, Erethizon dorsatum, Procyon lotor, Didelphis virginiana, Urocyon cinereoargenteus, Vulpes vulpes, Canis latrans, Sylvilagus floridanus, Tamias striatus, Ursus americanus, Tamiasciurus hudsonicus, Lynx rufus, Pekania pennanti, Mephitis mephitis, Canis familiaris, Felis catus",42.37997789584127,-72.5086611111111,50,Hampshire County - Massachusetts,forest,17
71,2019,"Odocoileus virginianus, Canis latrans, Ursus americanus, Procyon lotor, Didelphis virginiana, Sciurus carolinensis, Lynx rufus, Urocyon cinereoargenteus, Sylvilagus floridanus",35.15193717771312,-76.98124214285713,50,Craven County - North Carolina,forest,9
72,2019,"Canis latrans, Odocoileus virginianus, Procyon lotor, Sciurus carolinensis, Vulpes vulpes, Felis catus, Mephitis mephitis, Didelphis virginiana",40.52580089500426,-74.49388998541669,50,Middlesex County - New Jersey,forest,8
72,2020,"Odocoileus virginianus, Sciurus carolinensis, Felis catus, Procyon lotor, Didelphis virginiana, Vulpes vulpes, Peromyscus leucopus, Canis latrans",40.52580089500426,-74.49388998541669,50,Middlesex County - New Jersey,forest,8
72,2021,"Neovison vison, Sciurus carolinensis, Procyon lotor, Vulpes vulpes, Odocoileus virginianus, Glaucomys sabrinus, Canis latrans, Sylvilagus floridanus, Didelphis virginiana",40.52580089500426,-74.49388998541669,50,Middlesex County - New Jersey,forest,9
72,2022,"Neovison vison, Felis catus, Tamias striatus, Sciurus carolinensis, Procyon lotor, Vulpes vulpes, Didelphis virginiana, Odocoileus virginianus, Canis latrans",40.52580089500426,-74.49388998541669,50,Middlesex County - New Jersey,forest,9
72,2023,"Odocoileus virginianus, Sciurus carolinensis, Vulpes vulpes, Procyon lotor, Canis familiaris, Didelphis virginiana, Tamias striatus, Felis catus, Sylvilagus floridanus, Neovison vison, Marmota monax, Mustela frenata, Canis latrans",40.52580089500426,-74.49388998541669,50,Middlesex County - New Jersey,forest,13
73,2020,"Odocoileus virginianus, Sus scrofa, Didelphis virginiana, Procyon lotor, Sciurus carolinensis, Dasypus novemcinctus, Sylvilagus palustris, Neotoma floridana, Lynx rufus, Peromyscus leucopus, Canis latrans, Sciurus niger, Sylvilagus floridanus",33.23663379453948,-81.6526703287671,50,Barnwell County - South Carolina,"forest, wetland",13
73,2021,"Canis latrans, Dasypus novemcinctus, Procyon lotor, Odocoileus virginianus, Sus scrofa, Lynx rufus, Sciurus niger, Sciurus carolinensis, Didelphis virginiana, Sylvilagus floridanus, Urocyon cinereoargenteus",33.23663379453948,-81.6526703287671,50,Barnwell County - South Carolina,"forest, wetland",11
74,2020,"Ursus americanus, Odocoileus hemionus, Lynx rufus, Canis familiaris, Canis latrans, Tamiasciurus douglasii, Glaucomys sabrinus, Puma concolor",48.09768585209004,-123.4976176470588,50,Clallam County - Washington,forest,8
74,2022,"Ursus americanus, Canis latrans, Canis familiaris, Odocoileus hemionus, Lynx rufus, Tamiasciurus douglasii, Procyon lotor, Felis catus",48.09768585209004,-123.4976176470588,50,Clallam County - Washington,forest,8
75,2020,"Odocoileus hemionus, Sciurus griseus, Tamiasciurus douglasii, Spilogale gracilis, Glaucomys sabrinus, Puma concolor, Mephitis mephitis, Ursus americanus",43.05932778275682,-122.9732346153846,50,Douglas County - Oregon,forest,8
76,2020,"Odocoileus virginianus, Sylvilagus floridanus, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Sciurus carolinensis, Canis latrans, Sciurus niger, Lynx rufus, Sus scrofa",31.2494526952444,-84.47638782857145,50,Baker County - Georgia,forest,10
76,2021,"Lynx rufus, Sylvilagus floridanus, Sciurus niger, Dasypus novemcinctus, Odocoileus virginianus, Canis latrans, Procyon lotor, Canis familiaris, Didelphis virginiana, Sciurus carolinensis",31.2494526952444,-84.47638782857145,50,Baker County - Georgia,forest,10
76,2022,"Lynx rufus, Canis latrans, Sciurus niger, Procyon lotor, Odocoileus virginianus, Sus scrofa, Vulpes vulpes, Canis familiaris, Sylvilagus floridanus, Dasypus novemcinctus, Sciurus carolinensis, Urocyon cinereoargenteus",31.2494526952444,-84.47638782857145,50,Baker County - Georgia,forest,12
76,2023,"Odocoileus virginianus, Lynx rufus, Canis latrans, Procyon lotor, Sus scrofa, Sciurus niger, Sylvilagus floridanus, Didelphis virginiana, Dasypus novemcinctus, Vulpes vulpes",31.2494526952444,-84.47638782857145,50,Baker County - Georgia,forest,10
77,2021,"Felis catus, Canis familiaris, Equus caballus, Sylvilagus floridanus, Mephitis mephitis, Odocoileus virginianus, Sciurus carolinensis, Procyon lotor",41.41086543731551,-70.58654068965517,50,Dukes County - Massachusetts,"anthropogenic, forest",8
77,2022,"Canis familiaris, Sciurus carolinensis, Odocoileus virginianus, Felis catus, Procyon lotor, Sylvilagus floridanus, Mephitis mephitis, Equus caballus",41.41086543731551,-70.58654068965517,50,Dukes County - Massachusetts,"anthropogenic, forest",8
77,2023,"Sciurus carolinensis, Odocoileus virginianus, Sylvilagus floridanus, Procyon lotor, Canis familiaris, Mephitis mephitis, Equus caballus, Felis catus, Tamias striatus",41.41086543731551,-70.58654068965517,50,Dukes County - Massachusetts,forest,9
78,2019,"Vulpes vulpes, Odocoileus virginianus, Sciurus carolinensis, Didelphis virginiana, Erethizon dorsatum, Urocyon cinereoargenteus, Tamiasciurus hudsonicus, Procyon lotor, Canis latrans, Tamias striatus, Ursus americanus, Lynx rufus, Pekania pennanti",40.296286145457216,-78.63134333333333,50,Pavia Township - Pennsylvania,forest,13
79,2020,"Canis latrans, Otospermophilus beecheyi, Mephitis mephitis, Vulpes macrotis, Cervus canadensis, Bos taurus, Lepus californicus, Taxidea taxus, Sus scrofa, Antilocapra americana, Dipodomys deserti, Canis familiaris",35.38292610684453,-120.01481373469387,50,San Luis Obispo County - California,grassland,12
79,2021,"Taxidea taxus, Lepus californicus, Canis latrans, Sus scrofa scrofa, Antilocapra americana, Sus scrofa, Dipodomys ingens, Vulpes macrotis, Mephitis mephitis, Mustela frenata, Cervus canadensis, Dipodomys nitratoides",35.38292610684453,-120.01481373469387,50,San Luis Obispo County - California,grassland,12
79,2022,"Lepus californicus, Canis latrans, Cervus canadensis, Vulpes macrotis, Dipodomys ingens, Canis familiaris, Antilocapra americana, Otospermophilus beecheyi, Mephitis mephitis, Sus scrofa",35.38292610684453,-120.01481373469387,50,San Luis Obispo County - California,grassland,10
79,2023,"Vulpes macrotis, Puma concolor, Lepus californicus, Canis latrans, Sylvilagus bachmani, Lynx rufus, Otospermophilus beecheyi, Sus scrofa, Bos taurus, Cervus canadensis, Dipodomys ingens, Taxidea taxus, Antilocapra americana",35.38292610684453,-120.01481373469387,50,San Luis Obispo County - California,grassland,13
80,2022,"Ursus americanus, Cervus canadensis, Ursus arctos, Odocoileus hemionus, Odocoileus virginianus, Canis latrans, Antilocapra americana, Mephitis mephitis, Canis familiaris, Lepus townsendii, Vulpes vulpes, Alces alces, Procyon lotor",44.8163495113024,-109.2162045,50,Park County - Wyoming,grassland,13
81,2019,"Sciurus niger, Odocoileus virginianus, Tamiasciurus hudsonicus, Canis familiaris, Sylvilagus nuttallii, Vulpes vulpes, Procyon lotor, Felis catus, Odocoileus hemionus, Canis latrans, Cervus canadensis, Ursus americanus, Mephitis mephitis, Glaucomys sabrinus, Equus caballus",46.85330986285497,-114.01759285714284,50,Missoula - Montana,forest,15
82,2021,"Canis latrans, Sylvilagus floridanus, Sciurus carolinensis, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Urocyon cinereoargenteus, Felis catus, Tamias striatus",35.799357693027204,-80.88449935849054,50,Statesville - North Carolina,forest,9
82,2022,"Canis latrans, Sylvilagus floridanus, Sciurus carolinensis, Urocyon cinereoargenteus, Procyon lotor, Odocoileus virginianus, Lynx rufus, Canis familiaris, Vulpes vulpes, Didelphis virginiana, Glaucomys volans",35.799357693027204,-80.88449935849054,50,Statesville - North Carolina,forest,11
82,2023,"Odocoileus virginianus, Sciurus carolinensis, Procyon lotor, Sylvilagus floridanus, Didelphis virginiana, Urocyon cinereoargenteus, Canis latrans, Mephitis mephitis, Canis familiaris",35.799357693027204,-80.88449935849054,50,Statesville - North Carolina,forest,9
83,2021,"Ursus americanus, Procyon lotor, Odocoileus virginianus, Sus scrofa, Canis latrans, Dasypus novemcinctus, Didelphis virginiana, Lynx rufus, Canis familiaris, Sciurus carolinensis, Urocyon cinereoargenteus",31.112087915698645,-82.26082842105265,50,Ware County - Georgia,forest,11
84,2022,"Pecari tajacu, Canis latrans, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Sus scrofa, Lynx rufus, Dasypus novemcinctus, Sylvilagus floridanus, Canis familiaris, Mephitis mephitis, Sciurus niger",30.265938624842736,-97.28933500666666,50,Bastrop County - Texas,forest,12
85,2019,"Odocoileus virginianus, Sciurus carolinensis, Didelphis virginiana, Canis latrans, Procyon lotor, Tamias striatus, Mustela erminea, Vulpes vulpes, Pekania pennanti, Ursus americanus, Urocyon cinereoargenteus, Mephitis mephitis, Lynx rufus, Tamiasciurus hudsonicus, Sylvilagus floridanus, Marmota monax",41.86391297842767,-72.29195323452994,50,Capitol Planning Region - Connecticut,forest,16
85,2020,"Odocoileus virginianus, Sciurus carolinensis, Vulpes vulpes, Pekania pennanti, Canis latrans, Procyon lotor, Lynx rufus, Canis familiaris, Peromyscus leucopus, Tamiasciurus hudsonicus, Didelphis virginiana, Glaucomys volans, Glaucomys sabrinus, Felis catus, Tamias striatus, Sylvilagus floridanus, Mephitis mephitis, Urocyon cinereoargenteus, Marmota monax",41.86391297842767,-72.29195323452994,50,Capitol Planning Region - Connecticut,forest,19
85,2021,"Sciurus carolinensis, Procyon lotor, Vulpes vulpes, Mephitis mephitis, Didelphis virginiana, Odocoileus virginianus, Felis catus, Marmota monax, Tamias striatus, Lynx rufus, Canis latrans, Tamiasciurus hudsonicus, Urocyon cinereoargenteus, Canis familiaris, Sylvilagus floridanus, Pekania pennanti",41.86391297842767,-72.29195323452994,50,Capitol Planning Region - Connecticut,"anthropogenic, forest",16
85,2022,"Ursus americanus, Canis latrans, Sciurus carolinensis, Pekania pennanti, Procyon lotor, Vulpes vulpes, Odocoileus virginianus, Tamias striatus, Sylvilagus floridanus, Zapus hudsonius, Didelphis virginiana, Lynx rufus, Canis familiaris, Urocyon cinereoargenteus, Mustela frenata, Marmota monax, Felis catus, Tamiasciurus hudsonicus, Tamiasciurus douglasii, Glaucomys sabrinus, Mephitis mephitis",41.86391297842767,-72.29195323452994,50,Capitol Planning Region - Connecticut,"anthropogenic, forest",21
85,2023,"Ursus americanus, Odocoileus virginianus, Sciurus carolinensis, Procyon lotor, Canis latrans, Lynx rufus, Urocyon cinereoargenteus, Didelphis virginiana, Vulpes vulpes, Pekania pennanti, Tamias striatus, Sylvilagus floridanus, Tamiasciurus hudsonicus, Marmota monax, Felis catus, Canis familiaris, Mephitis mephitis",41.86391297842767,-72.29195323452994,50,Capitol Planning Region - Connecticut,forest,17
86,2019,"Odocoileus virginianus, Canis familiaris, Canis latrans, Sciurus carolinensis, Urocyon cinereoargenteus, Procyon lotor, Sylvilagus floridanus, Dasypus novemcinctus, Vulpes vulpes, Didelphis virginiana, Felis catus",33.571428815586806,-85.1031940343066,50,Carroll County - Georgia,forest,11
86,2020,"Dasypus novemcinctus, Odocoileus virginianus, Sciurus carolinensis, Sylvilagus floridanus, Procyon lotor, Lynx rufus, Vulpes vulpes, Canis latrans, Didelphis virginiana, Canis familiaris, Urocyon cinereoargenteus, Tamias striatus, Marmota monax, Glaucomys volans, Felis catus",33.571428815586806,-85.1031940343066,50,Carroll County - Georgia,forest,15
86,2021,"Canis familiaris, Tamias striatus, Sylvilagus floridanus, Sciurus carolinensis, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Felis catus, Urocyon cinereoargenteus, Vulpes vulpes, Lynx rufus, Dasypus novemcinctus, Marmota monax, Canis latrans",33.571428815586806,-85.1031940343066,50,Carroll County - Georgia,forest,14
86,2022,"Felis catus, Tamias striatus, Sciurus carolinensis, Odocoileus virginianus, Canis latrans, Sylvilagus floridanus, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Canis familiaris, Vulpes vulpes, Urocyon cinereoargenteus, Peromyscus leucopus, Lynx rufus, Glaucomys volans",33.571428815586806,-85.1031940343066,50,Carroll County - Georgia,forest,15
86,2023,"Dasypus novemcinctus, Odocoileus virginianus, Sciurus carolinensis, Canis latrans, Procyon lotor, Tamias striatus, Didelphis virginiana, Canis familiaris, Sylvilagus floridanus, Lynx rufus, Urocyon cinereoargenteus, Felis catus, Marmota monax, Vulpes vulpes",33.571428815586806,-85.1031940343066,50,Carroll County - Georgia,forest,14
87,2023,"Odocoileus virginianus, Canis latrans, Procyon lotor, Urocyon cinereoargenteus, Sus scrofa, Dasypus novemcinctus, Sciurus carolinensis, Sciurus niger",31.68969978426555,-92.50924666666668,50,Grant Parish - Louisiana,forest,8
88,2019,"Ursus americanus, Alces alces, Canis familiaris, Odocoileus virginianus, Tamiasciurus hudsonicus, Lepus americanus, Canis latrans",44.832088116939126,-71.75075749999999,50,Lewis - Vermont,forest,7
89,2022,"Taxidea taxus, Canis latrans, Canis familiaris, Odocoileus hemionus, Odocoileus virginianus, Lepus townsendii, Erethizon dorsatum, Bos taurus",47.40145641049273,-100.26562631578946,50,Sheridan County - North Dakota,grassland,8
89,2023,"Canis latrans, Bos taurus, Odocoileus hemionus, Mustela erminea, Lepus townsendii",47.40145641049273,-100.26562631578946,50,Sheridan County - North Dakota,grassland,5
90,2019,"Brachylagus idahoensis, Taxidea taxus, Antilocapra americana, Canis latrans, Cervus canadensis, Lepus townsendii, Ovis aries, Odocoileus hemionus, Lynx rufus",41.27579619019431,-107.6528723529412,50,Carbon County - Wyoming,grassland,9
90,2020,"Taxidea taxus, Antilocapra americana, Canis latrans, Lepus townsendii, Cervus canadensis, Procyon lotor, Lynx rufus, Odocoileus hemionus, Canis familiaris, Ovis aries",41.27579619019431,-107.6528723529412,50,Carbon County - Wyoming,grassland,10
90,2021,"Taxidea taxus, Canis latrans, Bos taurus, Dipodomys ordii, Cervus canadensis, Antilocapra americana, Lepus townsendii, Neotoma cinerea, Ovis aries, Neotamias minimus, Vulpes vulpes",41.27579619019431,-107.6528723529412,50,Carbon County - Wyoming,grassland,11
90,2022,"Taxidea taxus, Canis latrans, Neotamias minimus, Antilocapra americana, Lepus townsendii, Cervus canadensis, Neotoma cinerea, Dipodomys ordii, Bos taurus, Cynomys leucurus, Vulpes vulpes, Odocoileus hemionus",41.27579619019431,-107.6528723529412,50,Carbon County - Wyoming,grassland,12
90,2023,"Lepus townsendii, Dipodomys ordii, Taxidea taxus, Antilocapra americana, Canis latrans, Cervus canadensis, Bos taurus, Cynomys leucurus, Equus caballus",41.27579619019431,-107.6528723529412,50,Carbon County - Wyoming,grassland,9
91,2019,"Lepus americanus, Odocoileus virginianus, Alces alces, Ursus americanus, Martes americana, Canis familiaris, Canis latrans, Lynx canadensis, Tamiasciurus hudsonicus, Erethizon dorsatum",45.197025368984775,-71.13165875,50,Coös County - New Hampshire,forest,10
92,2019,"Odocoileus virginianus, Sciurus niger, Didelphis virginiana, Canis latrans, Procyon lotor, Sylvilagus floridanus, Felis catus, Sciurus carolinensis",39.0456680967154,-95.2020676470588,50,Douglas County - Kansas,grassland,8
92,2020,"Odocoileus virginianus, Lynx rufus, Procyon lotor, Didelphis virginiana, Sciurus carolinensis, Sciurus niger, Canis latrans, Mephitis mephitis, Sylvilagus floridanus",39.0456680967154,-95.2020676470588,50,Douglas County - Kansas,grassland,9
92,2021,"Lynx rufus, Canis latrans, Sylvilagus floridanus, Procyon lotor, Mephitis mephitis, Didelphis virginiana, Odocoileus virginianus, Canis familiaris, Felis catus, Sciurus niger",39.0456680967154,-95.2020676470588,50,Douglas County - Kansas,grassland,10
93,2020,"Marmota monax, Felis catus, Mephitis mephitis, Canis familiaris, Sciurus carolinensis, Tamias striatus, Vulpes vulpes, Didelphis virginiana, Sylvilagus floridanus, Urocyon cinereoargenteus, Odocoileus virginianus, Lynx rufus, Procyon lotor, Bos taurus, Canis latrans",35.31507291422239,-83.21141285714288,50,Jackson County - North Carolina,anthropogenic,15
94,2021,"Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Sus scrofa, Canis latrans, Sciurus niger, Sciurus carolinensis",35.02587517050033,-95.46951051724136,50,Pittsburg County - Oklahoma,forest,8
94,2022,"Lynx rufus, Sciurus niger, Sciurus carolinensis, Dasypus novemcinctus, Procyon lotor, Didelphis virginiana, Odocoileus virginianus, Canis latrans, Sus scrofa, Sylvilagus floridanus, Neotoma floridana",35.02587517050033,-95.46951051724136,50,Pittsburg County - Oklahoma,forest,11
94,2023,"Canis familiaris, Odocoileus virginianus, Sciurus carolinensis, Canis latrans, Procyon lotor, Dasypus novemcinctus, Lynx rufus, Didelphis virginiana, Sus scrofa, Sciurus niger, Mephitis mephitis",35.02587517050033,-95.46951051724136,50,Pittsburg County - Oklahoma,forest,11
95,2020,"Dasypus novemcinctus, Odocoileus virginianus, Didelphis virginiana, Procyon lotor, Canis latrans, Sciurus carolinensis, Sus scrofa, Sciurus niger, Sylvilagus floridanus",30.95090061988761,-81.64599499999998,50,Camden County - Georgia,forest,9
96,2019,"Sciurus carolinensis, Lynx rufus, Didelphis virginiana, Procyon lotor, Odocoileus virginianus, Sciurus niger, Sus scrofa, Canis latrans, Sylvilagus floridanus, Dasypus novemcinctus, Glaucomys volans, Sylvilagus aquaticus, Canis familiaris",33.71730004266524,-90.93067454545456,50,Bolivar County - Mississippi,forest,13
97,2021,"Ursus americanus, Tamias striatus, Sciurus carolinensis, Procyon lotor, Vulpes vulpes, Odocoileus virginianus, Canis latrans, Canis familiaris, Pekania pennanti, Erethizon dorsatum, Mustela frenata, Didelphis virginiana",41.81377064006864,-73.90404518604652,50,Dutchess County - New York,forest,12
97,2022,"Ursus americanus, Canis latrans, Sciurus carolinensis, Pekania pennanti, Procyon lotor, Vulpes vulpes, Odocoileus virginianus, Mustela frenata, Lynx rufus, Tamias striatus, Canis familiaris, Didelphis virginiana, Urocyon cinereoargenteus, Erethizon dorsatum",41.81377064006864,-73.90404518604652,50,Dutchess County - New York,forest,14
97,2023,"Odocoileus virginianus, Sciurus carolinensis, Procyon lotor, Ursus americanus, Canis latrans, Pekania pennanti, Lynx rufus, Vulpes vulpes, Didelphis virginiana, Sylvilagus floridanus, Tamias striatus",41.81377064006864,-73.90404518604652,50,Dutchess County - New York,forest,11
98,2019,"Sciurus carolinensis, Odocoileus virginianus, Vulpes vulpes, Procyon lotor, Neovison vison, Didelphis virginiana, Canis familiaris, Canis latrans, Sylvilagus floridanus, Mephitis mephitis, Felis catus, Glaucomys volans, Tamias striatus",37.59201538570977,-77.60814881250002,50,Henrico County - Virginia,"anthropogenic, forest",13
98,2020,"Sciurus carolinensis, Odocoileus virginianus, Procyon lotor, Didelphis virginiana, Canis latrans, Vulpes vulpes, Mephitis mephitis, Sylvilagus floridanus, Lontra canadensis, Felis catus, Tamias striatus, Canis familiaris",37.59201538570977,-77.60814881250002,50,Henrico County - Virginia,"anthropogenic, forest",12
98,2022,"Lynx rufus, Canis latrans, Canis familiaris, Sciurus carolinensis, Urocyon cinereoargenteus, Procyon lotor, Vulpes vulpes, Didelphis virginiana, Odocoileus virginianus, Sylvilagus floridanus, Mephitis mephitis",37.59201538570977,-77.60814881250002,50,Henrico County - Virginia,forest,11
